generation_biomass,generation_geothermal,generation_hydro_pumped_storage_consumption,generation_hydro_poundage,generation_hydro_water reservoir,generation_marine,generation_other_renewable,generation_solar,generation_waste,generation_wind_offshore,generation_wind_onshore,price_actual,total_renewable_energy
509,0,579,1036,1569,0,68,66,257,0,8138,61.48,12222
523,0,1,1138,1980,0,68,68,257,0,8654,69.97,12689
526,0,1,1120,2748,0,72,317,254,0,9222,77.42,14260
531,0,1,1133,3670,0,68,962,251,0,8841,79.88,15457
524,0,1,1167,3138,0,68,1714,255,0,8650,79.56,15517
527,0,1,1240,2445,0,71,2127,257,0,8548,74.48,15216
525,0,1,1234,2253,0,72,2268,257,0,8354,69.32,14964
528,0,1,1205,2034,0,74,2356,260,0,8496,63.24,14954
531,0,1,1224,2302,0,73,2288,261,0,8104,63.06,14784
516,0,1,1219,2366,0,75,2003,262,0,7708,68.6,14150
520,0,0,1246,3291,0,77,1307,264,0,7194,74.64,13899
528,0,0,1285,4943,0,79,414,272,0,6660,86.83,14181
525,0,0,1253,6275,0,80,40,272,0,6890,83.12,15335
522,0,0,1225,5137,0,77,38,273,0,6577,75.57,13849
515,0,16,1187,3109,0,73,38,272,0,6033,69.89,11243
510,0,416,1105,1896,0,70,38,262,0,5733,57.6,10030
508,0,737,1002,773,0,72,38,261,0,5908,53.55,9299
510,0,1093,945,559,0,70,38,269,0,6121,52.35,9605
507,0,1294,937,665,0,71,38,270,0,6292,50.3,10074
513,0,1498,936,565,0,72,38,275,0,6027,49.46,9924
518,0,1192,970,724,0,70,40,274,0,5097,51.79,8885
523,0,543,1027,1135,0,70,46,269,0,4566,56.08,8179
536,0,19,1128,3163,0,72,41,271,0,4345,70.93,9575
543,0,4,1210,4719,0,74,60,268,0,4310,80.62,11188
537,0,0,1277,6141,0,73,435,271,0,3953,83.78,12687
529,0,0,1285,6763,0,75,1034,266,0,3405,92.88,13357
525,0,0,1290,6024,0,76,1552,266,0,3263,90.6,12996
520,0,1,1286,5167,0,76,1806,267,0,3536,86.02,12659
524,0,2,1280,4702,0,76,1740,270,0,4080,81.19,12674
525,0,1,1259,4516,0,76,1466,268,0,4341,79.26,12452
526,0,1,1256,3917,0,78,1204,266,0,4083,79.15,11331
534,0,1,1255,3768,0,77,836,262,0,3768,79.79,10501
535,0,1,1270,4617,0,76,295,257,0,3554,84.12,10605
532,0,1,1298,5935,0,81,92,266,0,3027,89.84,11232
536,0,1,1310,7064,0,83,87,262,0,3069,90.69,12412
540,0,1,1300,6986,0,84,86,259,0,3331,89.56,12587
541,0,1,1296,6729,0,85,82,261,0,3558,85.41,12553
533,0,1,1240,5436,0,80,81,259,0,3784,78.73,11414
529,0,5,1179,3180,0,78,81,260,0,4099,71.82,9411
529,0,484,1109,1691,0,75,81,260,0,4608,70.53,8837
532,0,1015,997,842,0,74,81,262,0,5339,59.37,9142
533,0,1547,977,648,0,73,81,260,0,5825,56.97,9944
532,0,2103,974,608,0,74,81,262,0,6213,54.04,10847
528,0,2456,955,531,0,73,81,257,0,6903,52.15,11784
531,0,2725,976,593,0,73,81,255,0,7160,53.32,12394
532,0,1843,973,916,0,73,81,244,0,7645,55.91,12307
542,0,44,1133,1774,0,74,82,243,0,7866,68.61,11758
552,0,0,1246,3329,0,74,100,237,0,7892,76.21,13430
544,0,0,1304,4541,0,74,616,237,0,7767,78.3,15083
549,0,0,1298,4576,0,74,1488,239,0,7352,83.04,15576
543,0,0,1304,4193,0,75,1969,245,0,7725,80.02,16054
534,0,3,1294,3248,0,75,2183,244,0,8072,74.73,15653
535,0,0,1273,3088,0,77,2170,243,0,8784,67.08,16170
543,0,122,1255,2972,0,80,2057,242,0,9538,61.83,16809
531,0,498,1292,2797,0,81,1513,238,0,9599,61.84,16549
529,0,413,1266,2409,0,80,931,234,0,9901,61.8,15763
531,0,7,1248,2840,0,80,367,233,0,9668,70.91,14974
537,0,0,1262,3929,0,79,106,240,0,9574,80.27,15727
531,0,0,1290,4097,0,81,102,242,0,9635,78.82,15978
529,0,0,1227,4107,0,80,94,240,0,9657,75.67,15934
540,0,55,1245,4851,0,81,78,239,0,9997,65.81,17086
538,0,328,1221,3985,0,81,70,243,0,9887,61.64,16353
532,0,741,1130,2377,0,76,70,246,0,9995,55.47,15167
527,0,1240,1027,1077,0,74,70,224,0,10246,50.5,14485
515,0,2330,1000,610,0,75,70,210,0,10301,48.08,15111
516,0,2792,1000,515,0,73,70,217,0,10104,46.15,15287
500,0,3124,988,557,0,74,70,216,0,10020,42.91,15549
496,0,3256,997,530,0,74,70,217,0,10096,42.11,15736
502,0,3112,993,594,0,74,70,223,0,10312,42.31,15880
534,0,2231,993,809,0,73,69,224,0,10291,48.23,15224
537,0,288,1037,1225,0,73,70,226,0,10152,53.17,13608
545,0,0,1103,2184,0,66,87,232,0,9881,70.72,14098
538,0,0,1171,2978,0,54,621,231,0,9478,73.93,15071
542,0,0,1158,3069,0,68,1627,226,0,9314,78.61,16004
539,0,0,1235,2721,0,69,2432,231,0,9710,77.13,16937
542,0,0,1155,2173,0,71,2851,231,0,10414,70.98,17437
551,0,0,1173,1853,0,75,2532,231,0,10819,67.09,17234
549,0,188,1143,1709,0,78,2255,231,0,11204,61.68,17357
542,0,322,1166,1592,0,75,2154,229,0,10869,61.59,16949
547,0,340,1167,1481,0,77,1853,228,0,10621,65,16314
549,0,4,1188,2274,0,77,1186,228,0,10329,73.58,15835
541,0,43,1227,3869,0,79,424,229,0,9649,83.65,16061
547,0,0,1215,4407,0,82,135,227,0,9243,83.57,15856
553,0,0,1242,4143,0,82,77,228,0,9228,82.46,15553
551,0,0,1280,4354,0,80,70,233,0,8873,78.29,15441
545,0,0,1237,3093,0,78,70,232,0,8652,70.61,13907
543,0,108,1133,1597,0,79,70,221,0,8783,62.33,12534
540,0,616,1050,986,0,75,70,221,0,8674,53.63,12232
544,0,1468,1030,827,0,74,70,225,0,8734,51.21,12972
546,0,2208,1006,692,0,75,70,220,0,8812,48.45,13629
547,0,2688,1004,674,0,72,70,213,0,8866,47.03,14134
541,0,2732,1003,675,0,72,70,225,0,8755,43.58,14073
540,0,2357,990,690,0,74,69,232,0,8632,46.46,13584
542,0,1073,1001,1022,0,73,69,231,0,8620,52.28,12631
544,0,355,1056,1606,0,72,69,233,0,8694,65.64,12629
553,0,8,1185,2595,0,70,111,233,0,8683,76.4,13438
561,0,0,1182,3608,0,62,967,238,0,8476,79.97,15094
557,0,0,1175,3704,0,66,2243,232,0,8168,84.61,16145
554,0,247,1175,3018,0,64,3335,231,0,8383,83.52,17007
555,0,550,1160,2369,0,69,3967,215,0,8640,78.96,17525
558,0,520,1168,2183,0,68,4026,217,0,8956,72.31,17696
548,0,574,1125,1547,0,71,3928,218,0,9210,61.96,17221
542,0,547,1124,1271,0,72,3642,222,0,9345,60.84,16765
545,0,372,1119,1240,0,75,3104,225,0,9600,65.34,16280
553,0,105,1154,2061,0,78,1809,223,0,9000,72.57,14983
551,0,10,1213,3276,0,78,580,225,0,8695,81.1,14628
548,0,0,1209,4122,0,80,208,224,0,8785,83.19,15176
550,0,0,1246,3919,0,80,148,225,0,8914,81.51,15082
559,0,0,1294,3688,0,80,138,229,0,9014,77.05,15002
547,0,28,1190,2830,0,80,137,228,0,8639,71.83,13679
539,0,194,1180,1709,0,81,137,227,0,8303,62.47,12370
528,0,228,1102,1647,0,75,137,220,0,8081,58.78,12018
506,0,746,951,972,0,76,137,218,0,7905,55.81,11511
525,0,1140,943,858,0,76,128,218,0,8132,52.97,12020
528,0,2209,937,884,0,74,118,218,0,8091,47.79,13059
534,0,2998,931,650,0,75,100,222,0,7969,46.26,13479
534,0,3138,925,666,0,76,100,217,0,8045,45.91,13701
532,0,2427,922,669,0,76,100,222,0,8151,49.59,13099
529,0,1754,967,933,0,78,101,219,0,8548,52.15,13129
535,0,1007,1014,1045,0,79,148,219,0,8836,51.86,12883
534,0,324,1068,1702,0,75,1002,223,0,8736,61.01,13664
521,0,54,1194,2825,0,73,2228,225,0,7746,65.95,14866
512,0,54,1187,2481,0,77,3533,229,0,7382,66.22,15455
516,0,28,1191,1868,0,78,4190,228,0,7379,64.49,15478
510,0,5,1064,1693,0,79,4277,225,0,7542,61.74,15395
503,0,170,1056,1506,0,80,4176,221,0,7529,55.08,15241
503,0,563,1039,1297,0,77,4113,211,0,7838,52.73,15641
498,0,646,1053,1128,0,78,3604,213,0,8098,50.31,15318
491,0,479,1079,1579,0,77,2259,212,0,8027,54.34,14203
497,0,1,1201,3130,0,76,792,208,0,8741,66.75,14646
503,0,0,1219,5076,0,77,268,214,0,9726,71.35,17083
506,0,0,1217,5018,0,77,175,217,0,10401,71.07,17611
502,0,1,1200,4554,0,76,110,218,0,10596,70.56,17257
483,0,49,1147,3238,0,76,110,216,0,10600,63.13,15919
475,0,193,1114,2739,0,75,109,218,0,10647,59.27,15570
468,0,419,1078,1417,0,75,109,218,0,10520,56.05,14304
437,0,1632,974,951,0,74,109,219,0,10726,47.86,15122
419,0,2556,917,789,0,67,109,223,0,10791,41.52,15871
411,0,3082,909,542,0,69,109,224,0,10922,42.01,16268
407,0,3096,886,537,0,67,109,225,0,11097,39.03,16424
407,0,3258,891,607,0,69,109,224,0,11248,40.91,16813
410,0,3291,906,630,0,75,110,223,0,11122,43.87,16767
414,0,3171,917,598,0,73,117,223,0,11324,41.6,16837
418,0,3062,926,719,0,74,167,224,0,11385,45.71,16975
457,0,2475,961,1160,0,76,1072,226,0,11060,51.62,17487
464,0,746,984,1094,0,74,2418,224,0,10454,52.07,16458
468,0,425,987,1063,0,73,3832,226,0,10117,51.07,17191
469,0,252,1000,1083,0,76,4392,229,0,9710,51.36,17211
460,0,234,1027,965,0,75,4437,228,0,9536,51.25,16962
452,0,539,1007,885,0,75,4394,227,0,9328,49.62,16907
447,0,928,1048,975,0,76,4223,223,0,9103,47.64,17023
453,0,1109,1053,960,0,74,3731,222,0,8897,48.31,16499
468,0,982,1105,1274,0,72,2334,222,0,8853,51.88,15310
457,0,284,1120,2020,0,73,828,221,0,9250,69.2,14253
459,0,0,1242,3477,0,77,342,228,0,9644,76.85,15469
451,0,0,1239,4398,0,74,244,236,0,9741,77.7,16383
463,0,0,1252,4767,0,73,169,235,0,9678,75.83,16637
460,0,1,1203,4887,0,73,137,234,0,9251,69.17,16246
453,0,183,1140,2873,0,75,136,233,0,8833,62.28,13926
451,0,991,956,1365,0,74,136,226,0,8373,54.33,12572
454,0,1931,882,754,0,73,136,224,0,8140,49.56,12594
454,0,2693,888,619,0,73,136,220,0,7857,46.26,12940
449,0,2877,874,573,0,74,136,220,0,7616,45.91,12819
445,0,2963,860,483,0,73,135,222,0,7660,45.64,12841
440,0,2695,872,540,0,72,136,222,0,7672,47.58,12649
450,0,1028,878,852,0,70,137,227,0,7512,54.67,11154
453,0,84,1017,2039,0,71,127,234,0,7934,68.6,11959
463,0,0,1099,3472,0,71,165,237,0,8207,77.38,13714
467,0,0,1161,4399,0,68,1090,237,0,7525,81.32,14947
466,0,0,1220,4443,0,72,2572,241,0,6397,84.56,15411
470,0,0,1138,4417,0,72,3983,239,0,5738,84.81,16057
464,0,0,1195,3908,0,70,4392,239,0,5155,82.36,15423
467,0,2,1206,3969,0,71,4280,239,0,4936,77.45,15170
465,0,0,1217,2667,0,74,4132,238,0,5196,73.74,13989
467,0,0,1226,2522,0,76,3841,239,0,5524,72.68,13895
466,0,0,1215,2801,0,74,3250,233,0,5437,74.44,13476
469,0,0,1231,3921,0,76,2066,216,0,5579,77.9,13558
468,0,0,1253,4980,0,77,752,214,0,6005,87.45,13749
466,0,0,1290,6056,0,78,295,221,0,6669,89.51,15075
467,0,0,1297,6523,0,78,218,222,0,6839,87.6,15644
471,0,0,1256,5713,0,75,154,222,0,6778,83.04,14669
464,0,0,1221,5105,0,77,142,218,0,6600,76.03,13827
457,0,1,1123,2762,0,75,123,214,0,6418,69.71,11173
451,0,235,1054,1095,0,70,117,212,0,6472,61.14,9706
455,0,734,914,680,0,69,116,210,0,6563,53.05,9741
451,0,1255,891,573,0,70,111,206,0,6574,49.9,10131
453,0,1738,889,471,0,69,95,210,0,6726,48.46,10651
449,0,2096,880,496,0,70,95,211,0,7073,48.21,11370
448,0,2247,887,601,0,72,95,217,0,7330,48.75,11897
450,0,992,886,811,0,72,95,215,0,7539,55.1,11060
452,0,122,1027,2236,0,73,99,217,0,7576,69.94,11802
457,0,7,1195,3923,0,71,151,216,0,7589,78.22,13609
460,0,55,1128,4486,0,69,868,219,0,7568,82.25,14853
464,0,34,1101,4712,0,71,1996,215,0,7487,86.75,16080
465,0,0,1097,3900,0,73,3044,217,0,7489,83.62,16285
465,0,0,1071,3184,0,75,3603,216,0,7830,79.33,16444
468,0,0,1065,2673,0,75,3698,211,0,8391,72.54,16581
469,0,18,1049,1448,0,76,3694,214,0,8979,65.72,15947
469,0,343,1049,1414,0,78,3527,213,0,9394,62.27,16487
475,0,621,1036,1611,0,77,3017,212,0,9476,66.77,16525
477,0,483,1031,2155,0,74,1922,214,0,9634,70.83,15990
474,0,54,1053,3073,0,77,665,215,0,9596,81.34,15207
466,0,0,1072,4695,0,78,142,215,0,9844,82.01,16512
468,0,0,1059,4106,0,77,130,217,0,9936,76.81,15993
452,0,0,1043,2553,0,78,131,218,0,10069,69.68,14544
451,0,86,945,1271,0,77,131,215,0,9877,57.36,13053
447,0,667,890,1125,0,75,131,212,0,9624,51.88,13171
448,0,1575,874,933,0,73,113,199,0,9127,51.88,13342
449,0,2164,844,618,0,74,93,208,0,8628,48.32,13078
447,0,2674,832,531,0,74,93,213,0,8232,48.02,13096
448,0,2883,838,794,0,73,93,204,0,7581,48.28,12914
446,0,1758,851,715,0,74,93,196,0,6979,48.11,11112
457,0,823,856,1114,0,73,83,206,0,6677,53.35,10289
460,0,45,906,2793,0,73,84,213,0,6623,69.71,11197
465,0,0,977,4251,0,74,134,216,0,6595,79.78,12712
467,0,0,1025,4721,0,74,973,221,0,6506,83.04,13987
467,0,0,1041,4474,0,74,2198,221,0,6301,88.92,14776
474,0,0,1053,4041,0,75,3396,220,0,6263,87.13,15522
487,0,33,1056,3452,0,77,3934,213,0,6404,84.35,15656
498,0,3,1047,1775,0,78,4079,210,0,7452,72.19,15142
475,0,118,1040,1473,0,78,3940,209,0,8033,70.66,15366
467,0,136,1006,1482,0,78,3397,207,0,7976,72.33,14749
496,0,186,997,2285,0,78,2102,205,0,7725,76.22,14074
495,0,50,1045,3613,0,78,738,205,0,7600,87.45,13824
499,0,0,1039,4633,0,80,313,215,0,8194,87.97,14973
498,0,0,1031,4674,0,83,197,221,0,8152,86.66,14856
501,0,1,1014,4398,0,80,131,218,0,8056,79.06,14399
496,0,0,997,3420,0,80,113,216,0,7963,70.92,13285
492,0,58,980,2207,0,80,112,208,0,8125,61.2,12262
490,0,369,927,1898,0,77,103,211,0,7970,55.27,12045
488,0,598,906,1281,0,77,91,210,0,8366,51.07,12017
490,0,1175,900,867,0,76,91,212,0,8817,47.79,12628
489,0,1580,902,924,0,73,83,215,0,8836,46.8,13102
490,0,1909,889,702,0,73,75,213,0,9411,45.79,13762
492,0,2159,897,718,0,74,75,216,0,10338,46.15,14969
487,0,1502,937,1114,0,74,75,213,0,10961,53.17,15363
492,0,500,969,2521,0,74,75,211,0,11446,57.26,16288
496,0,344,1024,4107,0,78,114,205,0,11930,66.74,18298
498,0,290,1072,4340,0,76,709,202,0,12102,72.99,19289
499,0,283,1112,3982,0,75,1622,201,0,12907,78.95,20681
501,0,637,1118,3537,0,76,2214,210,0,13761,73.35,22054
489,0,775,1101,2734,0,80,2537,209,0,14734,66.42,22659
486,0,781,1063,1703,0,80,2463,204,0,15841,54.68,22621
490,0,1077,1044,1188,0,80,2163,207,0,16603,50.6,22852
488,0,1258,1079,1455,0,80,1615,205,0,16931,49.53,23111
490,0,881,1059,1401,0,75,949,201,0,17256,50.62,22312
488,0,544,1124,1329,0,80,372,207,0,17287,52.6,21431
490,0,390,1178,2382,0,79,108,207,0,17344,67.77,22178
489,0,1,1193,3176,0,79,98,199,0,17436,69.53,22671
478,0,1,1222,3077,0,80,95,197,0,17125,65.31,22275
472,0,1,1200,3018,0,78,71,205,0,17007,55.79,22052
458,0,4,1191,2537,0,75,55,207,0,16882,50.33,21409
430,0,671,1156,1639,0,73,55,205,0,16936,43.36,21165
419,0,2231,1119,1736,0,64,55,201,0,16909,30.58,22734
416,0,3149,1150,1594,0,63,55,200,0,16583,16.79,23210
408,0,3448,1157,1393,0,63,55,185,0,15697,15.93,22406
388,0,3573,1133,1258,0,64,55,180,0,14890,15.76,21541
390,0,3542,1140,1403,0,63,55,179,0,14263,14.7,21035
394,0,3437,1140,1328,0,63,55,177,0,14584,16.82,21178
406,0,2849,1176,1691,0,65,55,183,0,15387,32.22,21812
419,0,877,1208,2149,0,72,56,192,0,15658,41.28,20631
447,0,22,1287,3146,0,74,62,198,0,15679,54.92,20915
454,0,467,1320,3432,0,74,288,196,0,15716,62.44,21947
460,0,872,1335,3674,0,77,783,202,0,15628,68.75,23031
470,0,736,1323,3521,0,78,1180,199,0,15436,66.39,22943
465,0,145,1294,3903,0,80,1336,194,0,15313,62.27,22730
482,0,68,1295,4258,0,78,1202,199,0,15490,55.18,23072
483,0,68,1311,3994,0,81,1078,207,0,15388,48.06,22610
484,0,68,1286,4018,0,83,906,208,0,15150,47.37,22203
490,0,68,1314,3958,0,82,613,196,0,14815,48.77,21536
489,0,68,1317,4214,0,80,266,195,0,14512,55.14,21141
491,0,68,1336,5091,0,83,128,193,0,14243,67.39,21633
495,0,68,1385,5920,0,87,130,192,0,14103,69.55,22380
484,0,17,1393,5961,0,83,32,189,0,13366,65.98,21525
481,0,19,1371,6848,0,79,17,190,0,12801,60.29,21806
465,0,65,1258,5738,0,75,50,198,0,13046,54.74,20895
416,0,163,1226,4731,0,77,26,202,0,13097,45.04,19938
403,0,493,1185,4940,0,65,23,201,0,13036,30.14,20346
401,0,1456,1187,4783,0,64,121,200,0,12413,24.91,20625
398,0,1634,1181,3791,0,65,121,199,0,11631,17.23,19020
400,0,1733,1169,2840,0,64,121,201,0,11544,16.1,18072
402,0,2283,1154,3057,0,64,121,201,0,11179,14.27,18461
400,0,2599,1157,2552,0,65,121,200,0,11530,13.85,18624
387,0,3215,1170,2662,0,63,120,200,0,12282,13.48,20099
372,0,2032,1205,3005,0,65,44,190,0,12564,16.37,19477
368,0,1003,1230,2797,0,65,37,181,0,13358,27.33,19039
382,0,661,1264,3563,0,63,468,167,0,13455,33.73,20023
397,0,157,1303,4476,0,62,1303,182,0,13774,45.28,21654
407,0,136,1326,3980,0,65,1850,185,0,14414,43.23,22363
405,0,340,1327,3110,0,69,2419,185,0,15115,32.53,22970
394,0,590,1311,3209,0,67,2551,186,0,15451,29.67,23759
386,0,834,1309,3732,0,67,2434,182,0,15190,22.62,24134
388,0,887,1304,3600,0,63,2144,170,0,14410,18.95,22966
387,0,816,1261,3392,0,62,1805,173,0,13917,18.5,21813
387,0,915,1247,3070,0,63,1213,172,0,14531,23.93,21598
382,0,624,1342,3985,0,65,417,172,0,14644,43.11,21631
373,0,227,1400,5535,0,66,125,182,0,14280,52.36,22188
369,0,228,1414,5913,0,64,121,183,0,14069,57.46,22361
369,0,227,1412,5582,0,64,100,187,0,13581,55.32,21522
365,0,227,1391,5500,0,64,82,186,0,13380,56.16,21195
366,0,429,1324,4652,0,62,54,185,0,13449,41.49,20521
433,0,498,1002,2408,0,75,48,210,0,3360,28.02,8034
445,0,1085,949,1204,0,72,49,198,0,3088,21.3,7090
441,0,1693,936,743,0,72,48,194,0,3014,17.45,7141
440,0,1934,930,636,0,74,48,202,0,2821,18.24,7085
432,0,1947,921,505,0,74,47,209,0,2928,16.85,7063
443,0,1898,928,545,0,75,47,211,0,3119,16.59,7266
435,0,1635,936,908,0,74,47,210,0,3157,16.61,7402
449,0,480,980,1174,0,75,48,208,0,3289,16.98,6703
453,0,0,1031,3229,0,75,73,207,0,3102,19.56,8170
452,0,0,1083,4574,0,71,809,204,0,2838,23.13,10031
460,0,0,1179,5066,0,73,1981,204,0,2272,22.55,11235
450,0,0,1124,5357,0,73,3082,205,0,1795,23.56,12086
405,0,0,1119,4416,0,72,3817,200,0,1413,22.51,11442
402,0,0,1171,4475,0,73,3836,193,0,1347,23.44,11497
400,0,0,1216,4412,0,79,3701,199,0,1345,24.1,11352
393,0,0,1204,3403,0,79,3475,204,0,1487,21.12,10245
413,0,0,1193,3333,0,77,2742,203,0,1648,21.73,9609
465,0,0,1214,4684,0,77,1281,207,0,1857,25.93,9785
482,0,0,1299,6187,0,79,328,208,0,1864,54.13,10447
474,0,0,1313,6895,0,82,161,207,0,1813,68.53,10945
479,0,1,1329,7180,0,82,124,209,0,1731,70.15,11135
484,0,0,1288,7833,0,79,86,210,0,1816,67.61,11796
486,0,0,1244,7205,0,79,62,207,0,1960,62.39,11243
489,0,0,1207,5791,0,81,62,207,0,1912,56.55,9749
448,0,299,1250,3927,0,64,138,185,0,9032,56.65,15343
443,0,866,1260,3183,0,64,137,172,0,8519,49.27,14644
446,0,1291,1256,2713,0,64,137,153,0,8232,46.53,14292
419,0,1779,1246,2570,0,65,136,153,0,8330,42.25,14698
409,0,2290,1242,2706,0,63,116,153,0,8367,40.87,15346
422,0,2184,1245,2681,0,64,90,151,0,8505,41.88,15342
458,0,1034,1243,3210,0,66,90,150,0,8563,51.44,14814
477,0,225,1270,4856,0,63,91,153,0,8273,66.5,15408
493,0,0,1322,7022,0,65,122,159,0,7650,70.96,16833
504,0,0,1360,6700,0,67,455,165,0,7409,73.16,16660
518,0,0,1388,6680,0,67,950,160,0,7497,77.89,17260
512,0,0,1364,6426,0,69,1330,158,0,7931,76.34,17790
516,0,0,1402,5565,0,69,1486,164,0,8464,72.25,17666
514,0,0,1478,5069,0,69,1489,164,0,9472,66.45,18255
509,0,0,1477,4282,0,74,1282,165,0,10421,56.81,18210
509,0,0,1468,3561,0,75,1086,166,0,10640,55.43,17505
502,0,0,1460,3856,0,75,786,163,0,10345,56.44,17187
499,0,0,1465,4538,0,76,343,166,0,10108,62.63,17195
511,0,0,1492,5549,0,78,91,163,0,9833,74.35,17717
516,0,0,1501,6612,0,81,56,191,0,10065,84.34,19022
515,0,0,1508,5743,0,82,55,191,0,10236,80.79,18330
514,0,0,1525,5103,0,83,41,193,0,10803,72.41,18262
494,0,6,1495,4449,0,78,43,186,0,11060,62.82,17811
486,0,335,1456,3183,0,78,42,194,0,11138,55.41,16912
436,0,1572,1430,3348,0,63,77,211,0,11088,40.96,18225
437,0,1959,1410,2904,0,64,77,194,0,10943,38.45,17988
420,0,2062,1396,2968,0,60,77,196,0,10174,34.03,17353
398,0,2258,1396,3018,0,58,77,195,0,9913,30.66,17313
403,0,2211,1393,3067,0,59,75,195,0,9435,30.59,16838
427,0,1683,1391,3154,0,62,75,196,0,9181,30.28,16169
448,0,866,1432,3539,0,68,75,206,0,9034,36.38,15668
492,0,20,1445,4450,0,66,80,213,0,8472,47.92,15238
498,0,0,1503,5515,0,64,426,216,0,7837,55.67,16059
500,0,2,1553,6692,0,69,1339,225,0,7008,66.52,17388
501,0,0,1560,6921,0,70,2394,227,0,6743,71.59,18416
499,0,0,1582,6511,0,72,3133,226,0,6864,69.44,18887
503,0,0,1611,6476,0,73,3457,225,0,6669,68.88,19014
503,0,0,1607,6153,0,70,3612,228,0,6652,63.37,18825
504,0,0,1625,5438,0,74,3621,221,0,6711,55.77,18194
507,0,0,1626,5070,0,74,3525,222,0,6642,55.61,17666
501,0,2,1604,5226,0,73,3120,226,0,6334,56.07,17086
502,0,141,1631,6076,0,78,2238,228,0,5654,66.85,16548
495,0,6,1643,6188,0,77,987,226,0,4738,76,14360
493,0,0,1686,8165,0,81,394,228,0,4152,85.73,15199
502,0,0,1689,8837,0,82,273,218,0,3770,81.22,15371
518,0,0,1678,8320,0,81,251,225,0,3363,70.96,14436
509,0,0,1645,7365,0,71,213,227,0,2966,65.74,12996
497,0,9,1612,6263,0,73,162,224,0,2718,57.31,11558
403,0,523,1462,1765,0,59,666,169,0,8382,42.65,13429
387,0,1415,1470,1549,0,59,665,163,0,8060,36.99,13768
371,0,1909,1338,1409,0,59,661,168,0,7798,33.95,13713
371,0,2278,1343,1292,0,57,654,169,0,7380,32.94,13544
368,0,2472,1339,1248,0,59,633,166,0,7027,30.88,13312
371,0,2466,1341,1353,0,59,504,169,0,6648,33.12,12911
366,0,1552,1337,1468,0,57,228,162,0,6270,39.73,11440
389,0,708,1379,1582,0,59,147,166,0,6097,52.29,10527
396,0,213,1375,1366,0,59,436,175,0,5917,65.29,9937
402,0,67,1401,2529,0,58,1673,174,0,5328,69.68,11632
400,0,43,1539,3583,0,58,3635,176,0,4605,73.5,14039
398,0,0,1544,3463,0,56,4894,174,0,4333,69.06,14862
393,0,0,1545,3483,0,58,5323,179,0,4125,66.45,15106
388,0,0,1542,3534,0,62,5555,180,0,3933,57.02,15194
384,0,0,1531,2573,0,61,5620,181,0,3896,47.06,14246
379,0,0,1531,2361,0,62,5517,183,0,3954,45.08,13987
373,0,0,1538,2316,0,62,5236,179,0,4163,46.93,13867
365,0,0,1540,2244,0,61,4798,180,0,4349,50.78,13537
362,0,0,1537,2983,0,62,3891,176,0,4443,67.96,13454
366,0,0,1491,4503,0,63,2315,179,0,4662,77.22,13579
380,0,0,1506,5756,0,62,1141,178,0,5206,78.16,14229
381,0,0,1592,6097,0,59,718,174,0,5987,72.5,15008
374,0,0,1492,4932,0,60,704,173,0,6407,56.27,14142
374,0,30,1505,3307,0,60,683,161,0,6550,44.68,12670
372,0,361,1258,1972,0,68,321,158,0,5190,37.71,9700
380,0,746,1218,1763,0,68,244,158,0,5201,36.21,9778
390,0,1102,1165,1853,0,69,184,154,0,5435,27.28,10352
366,0,1618,1149,1851,0,71,146,155,0,5579,29.39,10935
359,0,1705,1139,1961,0,69,122,159,0,5581,26.73,11095
367,0,1658,1134,1869,0,68,61,159,0,5782,33.93,11098
374,0,1656,1130,2050,0,69,33,155,0,6005,39.38,11472
375,0,1645,1130,2047,0,72,93,158,0,6414,52.38,11934
373,0,1242,1143,1957,0,72,657,157,0,6631,64.4,12232
379,0,316,1189,1928,0,74,1983,155,0,6738,70.13,12762
391,0,296,1225,1513,0,74,3771,150,0,7080,73.38,14500
413,0,754,1240,1973,0,73,4546,152,0,7235,70.58,16386
413,0,751,1238,1937,0,70,4804,153,0,7314,67.53,16680
404,0,638,1234,1664,0,71,4957,152,0,7341,60.79,16461
396,0,680,1203,1970,0,69,4915,151,0,7216,56.4,16600
392,0,827,1186,2020,0,70,4766,152,0,7343,57.3,16756
389,0,1114,1181,2330,0,69,4406,153,0,7553,57.66,17195
377,0,1193,1173,2687,0,70,3924,152,0,7613,62.7,17189
369,0,1191,1172,3005,0,71,3033,149,0,7642,75.71,16632
403,0,728,1216,3179,0,73,2035,152,0,7402,82.79,15188
406,0,269,1245,2924,0,71,1070,154,0,7175,79.39,13314
402,0,0,1275,3269,0,72,663,146,0,6971,72.83,12798
401,0,0,1269,2877,0,70,602,144,0,7102,62.14,12465
398,0,176,1266,2526,0,72,604,147,0,7108,60.7,12297
526,0,181,771,2208,0,68,661,231,0,3126,51.07,7772
522,0,193,758,1523,0,67,665,230,0,2596,44.28,6554
528,0,193,740,1317,0,68,661,222,0,2294,39.2,6023
521,0,193,743,1105,0,67,621,222,0,2018,37.08,5490
520,0,193,743,1016,0,67,560,236,0,1802,36.72,5137
524,0,193,754,1225,0,68,465,246,0,1713,38.61,5188
527,0,108,766,2114,0,66,425,249,0,1530,45.97,5785
531,0,0,819,3009,0,65,518,255,0,1279,61.27,6476
535,0,0,863,4040,0,65,1272,260,0,1068,70.47,8103
